"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015",
"Bermuda","BMU","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","6.83816346466949","16.2024660153275","24.1892567447711","32.1037593502199","39.9475887635422","42.9498600152711","47.5096998970623","52.0315973700393","56.5220121836337","60.9908670086326","65.4470657898838","69.8996551617012","74.3505940302669","82.3","83.25","84.21","88.336","91.2993045243401","95.3","96.8","",
"Bolivia","BOL","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0.0668075682820113","0.196081173945832","0.44783903590236","0.626484062433397","0.981815187281861","1.4427635847914","2.1204625341365","3.11719294696997","3.50859640072336","4.43992460120042","5.22758395663196","6.20067125473576","10.4992443168903","12.5","16.8","22.4","30","35.34","36.94","39.02","",
"Brazil","BRA","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0.00328817070330394","0.0129462623564468","0.0254982532389746","0.0376727093587832","0.105138167818006","0.450789178949525","0.786079155026595","1.47787495863132","2.03873218351945","2.87068515854108","4.52849486902851","9.14942508560748","13.2075861035303","19.073672274442","21.022747248827","28.1783801797929","30.88","33.83","39.22","40.65","45.69","48.56","51.04","57.6","",
"Barbados","BRB","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0.00775223845885499","0.389464214080689","0.783428911660556","1.97024923652842","2.37624703464172","3.97367835457927","11.9364503383984","27.836322424146","39.6896271159532","49.8","52.5","55.3","58.2","61.4","64.7","65.1","67","70","73","76.67","",
"Brunei Darussalam","BRN","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","1.0170801662587","3.30334992716113","4.83105790506005","6.28474284403468","7.67104120576494","8.99628453448726","12.9177690823013","15.329879855735","19.5950032207342","29.7156041447864","36.4663919475782","42.1863491609307","44.68","46","49","53","56","60.2730650423193","64.5","68.77","",
"Bhutan","BTN","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","0.137571514258829","0.40094444691941","0.864628564215099","1.67580258375242","2.43691239949767","3.15698419613711","3.84710674490143","4.5183172581646","5.92","6.55","7.17","13.6","21","24","29.9","34.37","",
"Botswana","BWA","Internet users (per 100 people)","IT.NET.USER.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0.0645210409566664","0.157454229629989","0.307746849903244","0.602400929143193","1.12239147360549","2.90266662177209","3.43088678702599","3.38592235064273","3.3451901740614","3.30488925316113","3.26255403605122","4.28993297515968","5.28","6.25","6.15","6","8","11.5","15","18.5","",
"Central African Republic","CAF","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0.00584950282150769","0.0142708807245497","0.02787820125385","0.0408942871771328","0.0533941742150456","0.0785434278394038","0.128537116506299","0.151563337940017","0.223401395464406","0.268195609199012","0.311159173235716","0.375815961044797","1","1.8","2","2.2","3","3.5","4.03","",
"Canada","CAN","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.360999700586848","0.570385926326173","0.915981040178909","1.18455750906509","2.37869385300003","4.16352525273622","6.76023965049561","15.0723573635834","24.897400303091","36.1864400395459","51.3","60.2","61.5932992681952","64.2","65.9559634648989","71.66","72.4","73.2","76.7","80.3","80.3","83","83","85.8","87.12","",
"Central Europe and the Baltics","CEB","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","0.148650057920176","0.38928487031754","0.62193063788775","1.06819515310136","1.79009341512943","3.51156390206774","4.95935701730865","7.0376502070765","10.2153651273506","18.1941719150839","22.5126441012817","29.1504442319344","34.6472932177625","40.6587637475186","45.1142814939245","50.48331469867","54.8702244711505","58.3501669587243","58.8573921348573","61.509548772537","63.28363087188","66.9285233413295","",
"Switzerland","CHE","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.595714223377047","1.17995596994298","1.75171332160464","2.16727020325671","2.72000432910163","3.5520072108588","4.54965674817947","15.1","24.8","34","47.1","55.1","61.4","65.1","67.8","70.1","75.7","77.2","79.2","81.3","83.9","85.1930281804854","85.2","86.34","87","",
"Channel Islands","CHI","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0.0365489381510097","0.0717831442696916","0.141084506727297","0.346980781428478","0.683475610172851","1.05709249598086","1.66232202183041","4.103419297232","16.6","19.1","22.1","25.4737788864723","28.1779101232438","31.1753470303684","34.4977511736017","35.9","37.3","41.56","45","52.2496072877744","61.4181545577569","66.5","72.35","",
"China","CHN","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","0.000168680270954864","0.0011681145300252","0.00495470950415135","0.0130816917950895","0.0323948609340087","0.168540297316545","0.708187956801324","1.77591320677415","2.63965021485872","4.59570433077551","6.2","7.3","8.52325700269541","10.5231526193851","16","22.6","28.9","34.3","38.3","42.3001174855995","45.8","49.3","",
"Cote d'Ivoire","CIV","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0.000200255606255825","0.00840977984943001","0.0188283612861277","0.060974438600722","0.118685916651984","0.231461670612799","0.395747702246439","0.497929360753307","0.758669629452205","0.849282414747704","1.03923820514001","1.52490079122527","1.8","1.9","2","2.7","2.9","5","8.4","14.6","",
"Cameroon","CMR","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","0.00676874429437161","0.0132163405248288","0.129067580946992","0.252120077733662","0.277051321848797","0.360871584267755","0.587622611130454","0.976075415490902","1.40265422575955","2.0287447914719","2.93","3.4","3.84","4.3","5","5.69898724036494","6.4","11","",
"Congo, Rep.","COG","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0.00352686039240554","0.00346910364259352","0.00341514308595744","0.0167910491618412","0.0263547320580279","0.0322236164306931","0.157249517243982","0.460014186837522","1.07750492958505","1.46342005950851","2.00799007938159","2.75970437370903","4.28750990276481","4.5","5","5.6","6.10669502435836","6.6","7.11","",
"Colombia","COL","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","0.107173945315899","0.188046790408001","0.330017772736723","0.550521023153909","1.12622524463277","1.69773079358943","2.207532992624","2.85419997133433","4.6","7.38892371052557","9.1186903029666","11.0072638904585","15.3416745365682","21.8","25.6","30","36.5","40.3509157546318","48.98","51.7","52.57","",
"Comoros","COM","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","0","0.0378709698187306","0.148162964444593","0.271740607285909","0.443068372538977","0.554869674985088","0.848189370151537","1.32732717785355","2","2.2","2.5","3","3.5","5.1","5.5","5.97529630842855","6.5","6.98","",
"Cabo Verde","CPV","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","0.240967919940818","0.472735008391046","1.15998246106519","1.82244385164396","2.68533271272311","3.5187571749658","4.32488539053715","5.31883206957883","6.07408710659813","6.80891100753313","8.28321981953034","14","21","30","32","34.74","37.5","40.26","",
"Costa Rica","CRI","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0.00111332539161221","0.0815097538496","0.279912478734018","0.416829206101345","0.841057040488486","1.64022128772133","2.66637869776731","3.90432325714263","5.80025302331829","9.55948213497093","19.8948511346293","20.3336148143541","20.7923067055542","22.07","25.1","28.4","32.29","34.33","36.5","39.2121959961842","47.5","45.96","49.41","",
"Caribbean small states","CSS","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0.193912107864252","0.554448785451445","0.904680903112531","1.94387638763563","3.37912319531947","4.94087778359673","8.35771142994932","11.8222968147059","14.9761847217129","16.8911922857347","19.4889586938388","22.3448525652031","24.4938786959772","27.7240474061961","31.9269499652323","35.8188577465738","42.6890081738186","43.2606518812895","46.2943443660586","49.2739489478771","",
"Cuba","CUB","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","9.16580118588969E-05","0.0319490013609362","0.068220213758489","0.226699198908507","0.314690541189058","0.541182548811058","1.07975172188907","3.77058503769014","5.2412690536929","8.40798475900703","9.73806220781346","11.1596013147617","11.69","12.94","14.33","15.9","16.0172907996413","21.2","27.93","30","",
"Curacao","CUW","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","0","0","3.94896719319563","","","","","","","","","","38.0343830823064","44.5","52","61","64.5","66","69.46594499","74.1265306872565","74.1","74.1","",
"Cyprus","CYP","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0.0500604300906094","0.0563674821632149","0.111034620594701","0.410120684846861","0.673343541221418","4.37827209501646","8.8905391589027","11.3423986595347","15.2553943710137","18.8187590408455","28.32","30.09","33.83","32.81","35.83","40.77","42.31","49.81","52.99","56.8598923503507","60.6898684001903","65.4548","69.33","",
"Czech Republic","CZE","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","0.581319529448969","1.25921783780867","1.4535758401741","1.94037819329252","2.91569869519568","3.89590606502968","6.83280201790214","9.78052788834393","14.6971721171129","23.93","34.3","35.5","35.27","47.93","51.93","62.97","64.43","68.82","70.49","73.4300078241036","74.1104","79.71","",
"Germany","DEU","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.125892223365436","0.250274153436101","0.435285290207688","0.463635096479496","0.922541043112975","1.8377377536464","3.05480523429391","6.71108747669468","9.87785242805539","20.8459826390268","30.2163466048889","31.650939416316","48.82","55.9","64.73","68.71","72.16","75.16","78","79","82","81.26999953602","82.3499984738392","84.17","86.19","",
"Djibouti","DJI","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0.0160308304932045","0.0311662407280434","0.0829414975916805","0.0946960039743184","0.10576190879093","0.194500528399956","0.343526262964202","0.48697170451894","0.625940229399888","0.781317175068661","0.953611449300569","1.27004115919322","1.62","2.26","4","6.5","7","8.26723289204519","9.5","10.71","",
"Dominica","DMA","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0.548762736535662","1.16551814566063","","2.92534519073251","2.93216437713498","8.81484419762881","13.2452280386761","18.4248927671241","23.6204198529629","30.3196130921568","38.5436432637571","39.39817430347","40.2744630071599","41.16","42.02","47.45","51.3135","55.1770141638519","59","62.86","",
"Denmark","DNK","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0972772676449777","0.19405651469066","0.386913951111101","0.578329975806529","1.34430774968452","3.82565642047484","5.71498784136337","11.3820049363755","22.6687461463132","30.5920406509143","39.1724308555053","42.9575247201878","64.25","76.26","80.93","82.74","86.65","85.03","85.02","86.84","88.72","89.8100133895232","92.2600117153012","94.6297","95.99","",
"Dominican Republic","DOM","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0.0172336008439541","0.0749870526387339","0.142687565480216","0.233914189047576","1.10474387376368","3.70469235587688","4.42939069666645","6.8237257325842","7.89839293716387","8.8655534607044","11.4831977789344","14.8449283654589","17.66","20.82","27.72","31.4","38","41.2","45.9","49.58","",
"Algeria","DZA","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","0.000360673567987076","0.00176895401501439","0.00173853322594298","0.010268463150268","0.0202385545408469","0.199523842999477","0.491705679141589","0.646114016703792","1.59164126035832","2.19535973086144","4.63447508776537","5.84394209201256","7.37598495634886","9.45119062555304","10.18","11.23","12.5","14","15.2280267564417","16.5","18.09","",
"East Asia & Pacific (developing only)","EAP","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","0.00116240413941478","0.00403279431414233","0.013044956686186","0.0337092234156455","0.0942622162702138","0.324176751482872","0.8533515966452","1.89711573710638","2.77908918864514","4.40515664942836","5.76226799746331","6.8854757630553","8.31914345082198","10.1737693906643","14.382235676457","19.2594204939169","23.7682630516695","28.9560564628934","32.3839569651021","36.1094577640432","39.3927562830112","42.1320603778734","",
"East Asia & Pacific (all income levels)","EAS","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00728831244238021","","","0.0792779218576253","0.117382100111221","0.20957789725465","0.464733740385379","1.07985035626731","1.8827873530294","3.406408274225","5.59267987611713","7.25218674612416","8.99358781790027","10.5472436456294","12.5969642091658","14.6663590410613","16.6176466969737","20.7661147435158","25.2529265118703","29.512323897857","34.2294861026892","37.3635672532855","40.746770368038","44.4131682981947","46.8912750395826","",
"Europe & Central Asia (developing only)","ECA","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","0.0242199064481429","0.0479323297563282","0.133543301271047","0.285744125484994","0.586649163792628","1.15640750304865","1.96488462003531","2.83687182176579","5.54844821640812","6.64465806510893","9.42964438605176","10.8312225097668","13.2978855445109","17.9609337651355","22.2526198771896","27.1935214823212","31.991358754492","37.1970813060378","41.5647533029225","44.493437392318","48.1822381677585","",
"Europe & Central Asia (all income levels)","ECS","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0481071276166523","","0.262520713735854","0.317705349405869","0.564752745388684","1.02385973869577","1.84261439960838","3.3606399903322","5.43690507945626","9.24471503614266","13.1845623967629","16.4061501622585","23.0591630466869","28.3639512835122","32.359564748389","35.2259785161826","38.0824794404854","43.6731372889391","47.357025205995","50.7247619258249","56.2458829432562","59.2264672260968","63.897557677314","66.3437911026682","69.2034365478165","",
"Ecuador","ECU","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0.00511803538907445","0.0164007512637462","0.034833586115011","0.043833641162384","0.086161275641811","0.110217959406047","0.125272771019497","0.823371634386107","1.46218853556457","2.67044367376705","4.26079691519764","4.46022834472698","4.83444263759525","5.99425516097331","7.2","10.8","18.8","24.6","29.03","31.3668083587433","35.1351464545516","40.3536842279418","43","",
"Egypt, Arab Rep.","EGY","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","0.000975791364357015","0.00638326960356752","0.031319638236881","0.0614668989377844","0.0904802447092506","0.147987376854339","0.290445278316066","0.641265037504813","0.838945611477604","2.71999971465421","4.03788510706701","11.92","12.75","13.66","16.03","18.01","20","21.6","25.6","26.4","29.4","31.7","",
"Euro area","EMU","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0727567138414924","0.1697397038123","0.326439044573448","0.469382512937457","0.847604835286986","1.70212394177128","2.88147176921312","5.10937201789155","8.01779840643505","15.2375368644298","22.5186820397088","27.3445130729229","35.1857212353659","42.0860919058716","47.4725721801735","51.2440183863941","54.919304542856","61.364663589131","64.8239515016331","67.1151870547143","71.0219173579532","72.0594630051326","74.0816340782634","75.8107273235715","78.3000360115901","",
"Eritrea","ERI","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","0","0","0","0","0.00901771801235067","0.0087742362685396","0.0254950284694485","0.136711941104496","0.157815289303043","0.227090137626716","","","","","0.41","0.47","0.54","0.61","0.7","0.8","0.9","0.99","",
"Spain","ESP","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0128735644495179","0.0256861938249363","0.0768454531634007","0.127689667934336","0.280069738383293","0.380800727969136","1.33184740350778","2.8033196254371","4.36189239380101","7.08503967835022","13.6249608089899","18.1487226902932","20.39","39.93","44.01","47.88","50.37","55.11","59.6","62.4","65.8","67.6","69.8099999420024","71.635","76.19","",
