"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015",
"Aruba","ABW","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","2.76838266270266","","","4.50617909808825","15.4428229480349","17.1","18.8","20.8","23","25.4","28","30.9","52","58","62","69","74","78.9","83.78","",
"Andorra","AND","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","1.52660102282269","3.05017538508464","6.88620921833874","7.63568614275679","10.53883560922","","11.2604687170103","13.546412876439","26.8379543894637","37.6057662174867","48.9368469989479","70.87","70.04","78.53","81","81","86.4344246167258","94","95.9","",
"Afghanistan","AFG","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","0.00472256824217368","0.00456139517022146","0.0878912528559713","0.105809030021958","1.22414808372471","2.10712364546412","1.9","1.84","3.55","4","5","5.45454545454545","5.9","6.39","",
"Angola","AGO","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0.000775928524568031","0.00567374598866159","0.0184537240759316","0.0719640870420026","0.105045562462262","0.136013867429868","0.270376745595134","0.370682065225727","0.464814617985909","1.1433668265595","1.90764750723428","3.2","4.6","6","10","14.776","16.9372101137398","19.1","21.26","",
"Albania","ALB","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0.011168695486794","0.0321968282260578","0.0485939187626304","0.0650273700200414","0.0814370446040466","0.114097346552109","0.325798377067964","0.39008127343332","0.971900415195857","2.42038779776014","6.04389086404814","9.60999131577118","15.0361154084109","23.86","41.2","45","49","54.6559590399494","57.2","60.1","",
"Arab World","ARB","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0.0170250493795539","0.037760688425898","0.131045576745723","0.261615115137055","0.598582149624221","1.13954112251628","1.5612881698882","2.69306101334257","3.64588078277356","7.00681246096063","8.39314172532196","11.6546479149058","14.2059022369738","18.5935311754275","21.5453538966849","24.5357799041128","26.5340130907015","29.954302058642","32.3420450126562","34.5173747336633","",
"United Arab Emirates","ARE","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0.102939174586567","0.375393534255","3.29559269403717","6.90830298573401","14.9426989907479","23.6253008751553","26.2717542010006","28.3164853110439","29.4779534120864","30.1312961695367","40","52","61","63","64","68","78","84.9999915049492","88","90.4","",
"Argentina","ARG","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0.00299287414623027","0.0295270652905125","0.0437059511392524","0.0862770809737151","0.14195470435477","0.280339881830012","0.830766679676473","3.28448195590463","7.0386830862178","9.78080728532407","10.8821243775325","11.9136965509954","16.0366841054923","17.7205833696065","20.9272021035896","25.9466329403819","28.1126234799907","34","45","51","55.8","59.9","64.7","",
"Armenia","ARM","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","0.00911701414140063","0.0527431233050454","0.0945729024675962","0.111650934518322","0.128659477603923","0.970737757459877","1.30047002237784","1.63109466677715","1.9604050458212","4.57521722477781","4.8990085713054","5.25298335195804","5.63178777731609","6.02125339712607","6.21","15.3","25","32","37.5","41.9","46.3","",
"American Samoa","ASM","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","2.20076880190146","2.85844957694946","3.48053683800189","4.0717164999525","5.30068113752617","6.48222573702907","8.89928551450583","12.5","17.2286487816884","24.2665437161785","27","30","34","38","42","47","52","58","63.4","64","",
"Australia","AUS","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.585094712206538","1.09720389137797","1.76876491254256","1.97461101573426","2.23210125436278","2.75965451333217","3.27524987017728","16.3693583751403","30.8132394396276","40.7837839021856","46.7561156116738","52.6892664310395","","","","63","66","69.45","71.67","74.25","76","79.4876977139029","79","83","84.56","",
"Austria","AUT","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.130369376859149","0.259081553302726","0.642817618756698","0.765342730041297","1.3934229675881","1.89021052408733","6.90916235325567","9.53397431748034","15.4212193219603","23.0443171023274","33.7301329516915","39.1854501811114","36.56","42.7","54.28","58","63.6","69.37","72.87","73.45","75.17","78.7399930986888","80.0299939169903","80.6188","81","",
"Azerbaijan","AZE","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","0.00143141529756131","0.0020555557625386","0.00635458454679421","0.0251879334685925","0.0374851090404337","0.0992289415099966","0.147757575623251","0.305564637615618","4.99971367812957","","","8.03037535616454","11.9921773343674","14.54","17.08","27.4","46","50","54.2","58.7","61","",
"Burundi","BDI","Internet users (per 100 people)","IT.NET.USER.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000803592121068546","0.0079794385826602","0.0158427762881167","0.0392044691840327","0.077248447383456","0.106001245363203","0.118228412267794","0.201273196735924","0.349060461879596","0.542142865759056","0.657592590351907","0.7","0.81","0.9","1","1.11","1.21999994477793","1.3","1.38","",
"Belgium","BEL","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00100673961837521","0.0200726449091909","0.100041026825101","0.199446058517075","0.695994689759373","0.991662990076131","2.96841164745362","4.93808090966561","7.88662270071677","13.7722144589561","29.4316916924341","31.2883955056566","46.33","49.97","53.86","55.82","59.72","64.44","66","70","75","81.6099959955952","80.7199905482042","82.1702","85","",
"Benin","BEN","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0.0016931001934367","0.0246487957420027","0.0478773038758114","0.15490674072035","0.225247851473369","0.363417890016082","0.7029455951039","0.951327114915695","1.18254096518994","1.27103143947107","1.53785434624704","1.79","1.85","2.24","3.13","4.14832306562512","4.5","4.9","5.3","",
"Burkina Faso","BFA","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0.000960518557074445","0.0186863531133987","0.0454234840502704","0.0617802926867843","0.0770801689426014","0.157732464653607","0.200992597925001","0.373440303233526","0.400295285492178","0.469914488656657","0.632707564461829","0.75","0.92","1.13","2.4","3","3.72503491597675","9.1","9.4","",
"Bangladesh","BGD","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","0.00075104582943988","0.00368481262469867","0.0361704074704913","0.0710394230507683","0.129807973947512","0.13992028850905","0.163877665498048","0.199036333744363","0.24163732563671","1","1.8","2.5","3.1","3.7","4.5","5","6.63","9.6","",
"Bulgaria","BGR","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","0.002339042311872","0.0195266688142058","0.119665549149992","0.725251166566501","1.21981313194706","1.84496512093439","2.90815402505996","5.37092346908696","7.6122977487982","9.08","12.04","18.13","19.97","27.09","33.64","39.67","45","46.23","47.9799930506026","51.8999876658503","53.0615","55.49","",
"Bahrain","BHR","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0.346205843608434","0.843254219222486","1.64629920170952","3.21820215136814","4.72035811783587","6.15373254647607","15.0386342513918","18.0507208881153","21.5549449917804","21.4586805077435","21.3037335136591","28.2439524318043","32.91","51.95","53","55","76.9999665032303","88","90.0000397","90.99998","",
"Bahamas, The","BHS","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0.960030720983071","1.74695069755741","1.36295390281695","2.33559071038067","3.76455782177031","8","11.8","18","20","22","25","26","27","31.54","33.88","43","65","71.7482028146963","72","76.92","",
"Bosnia and Herzegovina","BIH","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0.015125563351607","0.0594255627972207","0.143671059936118","0.194374199768361","1.08296074971207","1.20052695129649","2.64826791361244","3.96503683387051","15.4689716227665","21.3267010007738","25.1223856852117","27.92","34.66","37.74","42.75","47.77","52.78","57.79","60.8","",
"Belarus","BLR","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","0.00048595086881212","0.00292125437494358","0.0292982941361222","0.0490208910370497","0.0738688972841164","0.494881245327084","1.86039812615388","4.30061602151712","8.95097131467325","","","","16.2","19.7","23","27.43","31.8","39.6488956598961","46.91","54.17","59.02","",
"Belize","BLZ","Internet users (per 100 people)","IT.NET.USER.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0.0453971799271829","0.882807327300817","1.28858230175161","2.09151639121396","4.07674056438396","5.96383530272428","","5.68425121358763","","9.8","17","24","24.6","26.3","27.2","28.2","30.7","31","33.6","38.7","",
